Entrez.Gene	Symbol	GSE7621_FC	GSE8397_FC	GSE20141_FC	GSE20164_FC	GSE20292_FC	GSE20163_FC	GSE20333_FC	GSE7621_statPval	GSE8397_statPval	GSE20141_statPval	GSE20164_statPval	GSE20292_statPval	GSE20163_statPval	GSE20333_statPval	metaZscore	metaPval	effect	significance	metaPvalBonf	metaPvalFDR	PD_Avg_Log_FC	PD_Avg_FC
380	781	-0.908314362793186	-1.55934207108368	-1.40175497434872	-0.928768969426599	-0.528848536481281	-0.327680480503755	-0.230438748702987	0.130788713023833	0.0263269447184598	0.231460188980885	0.610191667399794	0.390374425715497	0.134844979764296	0.952428857124972	-4.65481143672842	3.2427733960283e-06	1	44	0.0336016179296452	0.000861579946913981	-0.840735449048601	0.558358859401639
2692	3032	-0.667681734133154	-0.322711585356607	-1.31064715283469	-0.205757621007789	-0.632448658666043	-0.435181431468548	NA	0.0611910928343877	0.338937574617113	0.267158205640761	0.916320216092096	0.178108092476247	0.124112880283386	NA	-4.6317936410868	3.62511384599529e-06	2	80	0.0375634296722032	0.00093908574180508	-0.595738030577805	0.661705863823977
9679	6651	-0.6174645127316	-0.349494053587177	-2.32623764273342	-0.664758233298647	-0.275926605699031	-0.0708012625639256	NA	0.0499901320717369	0.390953337179354	0.066071330497056	0.435559982199189	0.306410076514242	0.633372814295841	NA	-4.58623509114011	4.51310401472504e-06	2	11	0.0467647838005809	0.001140604482941	-0.717447051768967	0.608172694016843
667	3578	-0.253896869268105	-0.324682223032373	-1.95253893986717	-0.550341900162252	-0.305152489161626	-0.214206720334786	0.0531177709664794	0.445054813297354	0.0500847393763936	0.0686499430356924	0.268912617225751	0.140242454739466	0.328238282827879	0.960371305960403	-4.56642426081127	4.96114173342832e-06	3	79	0.0514073506417843	0.0012239845390901	-0.506814481551405	0.703774681349196
2435	6103	-0.212314604767831	-1.29926137348218	-0.889273172357546	-0.406647351610912	-0.689227507418444	-0.256895421129025	NA	0.492397255810904	0.0226454933098613	0.281006175776435	0.703517750013089	0.150441268801624	0.134844979764296	NA	-4.56011608879749	5.11253496982e-06	2	45	0.0529760873572748	0.00122675436235412	-0.62560323846099	0.64814870826924
2264	8112	-2.00146216676007	0.477188922797007	NA	NA	-2.12796511020101	-2.79983829507583	NA	0.0658572283817593	0.638704099194091	NA	NA	0.0925261735767163	0.0131062894125487	NA	-4.54872452880965	5.397203800106e-06	301	109	0.0559258257766984	0.00122675436235412	-1.61301916230998	0.326913494941868
4223	4718	-0.73075231589757	-0.563223112062508	-2.60397207843404	-1.25614894341324	-1.10683255598385	-0.164276704669591	-0.532675786221853	0.216115142249357	0.390953337179354	0.0768020092684015	0.416132715340023	0.177736194016198	0.263617421708139	0.933016440633298	-4.5468326163109	5.44592749163186e-06	1	79	0.0564307006682893	0.00122675436235412	-0.993983070954665	0.502089663265719
6856	4910	-0.628895568054308	-0.363725493600786	-1.65911474468841	-0.979197460934948	-0.780953269671985	-0.547472252093868	-0.311026456910825	0.175582759486547	0.491029476989492	0.152899921734829	0.42965432891018	0.178108092476247	0.117701560074137	0.942384793048429	-4.53378326240968	5.79364795827431e-06	1	79	0.0600337801436384	0.00126594305068506	-0.75291217799359	0.593404520384081
7354	2312	-0.536084392176688	-0.0560365586987199	-2.14974533787967	-1.13079182101328	-0.71900592053713	-0.27862958923113	-0.447854365972853	0.141469240259511	0.896385503265162	0.0851273770562974	0.19049153828255	0.19061920890191	0.192430853604647	0.929399992157675	-4.53122582079929	5.86424111492789e-06	1	79	0.0607652664328828	0.00126594305068506	-0.759735426501353	0.59060463080727
8238	1151	-0.225739654932532	0.0775062999397225	-1.24352749787466	-0.450199676289813	-0.849222426649332	-0.305763936765983	-0.285230769989123	0.347726832628384	0.709000594758669	0.0924753113692197	0.568216796667488	0.0573624066207627	0.104347307384968	0.929399992157675	-4.52324031045384	6.09000282958405e-06	227	79	0.0631046093201499	0.00128784916979898	-0.468882523223103	0.722524030756582
